PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Length(ref)	s-n-l	L_length(in)	Lg_grip_length	Lt_min thread_ref	D_body_dia(in)	A_head_dia(in)	H_head_height(in)	J_hex_scocket_size(in)	T_key_engagement(in)	F_fillet_transition_dia(in)	Material	Reference	Edition
ASME B18.3 SCREW 1_1/4 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	2.674	3  1/2 	1+	3.50	0.714	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	4      	1+	4.00	0.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	4  1/2 	1+	4.50	1.38	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	5      	1+	5.00	1.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	5  1/2 	1+	5.50	2.38	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	6      	1+	6.00	2.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	6  1/2 	1+	6.50	3.38	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	7      	1+	7.00	3.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	8      	1+	8.00	4.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	9      	1+	9.00	5.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	10      	1+	10.00	6.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	12      	1+	12.00	8.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 14 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	14      	1+	14.00	10.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 16 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	16      	1+	16.00	12.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 18 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	18      	1+	18.00	14.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/4 x 20 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/4_x_20_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/4	1.25	7	0.1429	3.12	20      	1+	20.00	16.88	3.12	1.25	2.438	0.683	0.875	0.358	1.312	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	0.078	1      	1+	1.00	0.833	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	0.578	1  1/2 	1+	1.50	0.833	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	1.078	2      	1+	2.00	0.833	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	1.578	2  1/2 	1+	2.50	0.833	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	2.078	3      	1+	3.00	0.833	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	2.578	3  1/2 	1+	3.50	0.833	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.078	4      	1+	4.00	0.833	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	4  1/2 	1+	4.50	1.06	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	5      	1+	5.00	1.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	5  1/2 	1+	5.50	2.06	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	6      	1+	6.00	2.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	6  1/2 	1+	6.50	3.06	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	7      	1+	7.00	3.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	8      	1+	8.00	4.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	9      	1+	9.00	5.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	10      	1+	10.00	6.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	12      	1+	12.00	8.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 14 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	14      	1+	14.00	10.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 16 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	16      	1+	16.00	12.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 18 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	18      	1+	18.00	14.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_3/8 x 20 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_3/8_x_20_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_3/8	1.375	6	0.1667	3.44	20      	1+	20.00	16.56	3.44	1.375	2.688	0.755	0.875	0.402	1.437	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	0.006	1      	1+	1.00	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	0.506	1  1/2 	1+	1.50	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	1.006	2      	1+	2.00	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	1.506	2  1/2 	1+	2.50	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	2.006	3      	1+	3.00	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	2.506	3  1/2 	1+	3.50	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.006	4      	1+	4.00	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.506	4  1/2 	1+	4.50	0.833	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	5      	1+	5.00	1.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	5  1/2 	1+	5.50	1.75	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	6      	1+	6.00	2.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	6  1/2 	1+	6.50	2.75	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	7      	1+	7.00	3.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	8      	1+	8.00	4.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	9      	1+	9.00	5.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	10      	1+	10.00	6.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	12      	1+	12.00	8.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 14 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	14      	1+	14.00	10.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 16 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	16      	1+	16.00	12.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 18 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	18      	1+	18.00	14.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/2 x 20 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1_1/2_x_20_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1_1/2	1.5	6	0.1667	3.75	20      	1+	20.00	16.25	3.75	1.5	2.938	0.827	1.0	0.435	1.562	St	ASME B18.3	1998
