PartNumber	PartName	d1_pin_nom_dia(mm)	l_pin_length_nom(mm)	l_pin_length_min(mm)	l_pin_length_max(mm)	d1_pin_max(mm)	d1_pin_min(mm)	d2_pin_id(mm)	a_cham_max(mm)	a_cham_min(mm)	s_wall_th(mm)	Material	Reference	Edition
ISO 8752 SPRING PIN 40x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	26.0	25.5	26.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	28.0	27.5	28.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	30.0	29.5	30.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	32.0	31.5	32.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	35.0	34.5	35.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	40.0	39.5	40.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	45.0	44.5	45.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	50.0	49.5	50.5	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	55.0	54.25	55.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	60.0	59.25	60.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	65.0	64.25	65.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	70.0	69.25	70.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	75.0	74.25	75.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	80.0	79.25	80.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	85.0	84.25	85.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	90.0	89.25	90.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	95.0	94.25	95.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	100.0	99.25	100.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	120.0	119.25	120.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	140.0	139.25	140.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	160.0	159.25	160.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	180.0	179.25	180.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 40x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_40x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	40.0	200.0	199.25	200.75	40.9	40.5	25.5	4.6	4.0	7.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	20.0	19.5	20.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	22.0	21.5	22.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	24.0	23.5	24.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	26.0	25.5	26.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	28.0	27.5	28.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	30.0	29.5	30.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	32.0	31.5	32.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	35.0	34.5	35.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	40.0	39.5	40.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	45.0	44.5	45.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	50.0	49.5	50.5	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	55.0	54.25	55.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	60.0	59.25	60.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	65.0	64.25	65.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	70.0	69.25	70.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	75.0	74.25	75.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	80.0	79.25	80.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	85.0	84.25	85.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	90.0	89.25	90.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	95.0	94.25	95.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	100.0	99.25	100.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	120.0	119.25	120.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	140.0	139.25	140.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	160.0	159.25	160.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	180.0	179.25	180.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 45x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_45x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	45.0	200.0	199.25	200.75	45.9	45.5	28.5	4.6	4.0	8.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	20.0	19.5	20.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	22.0	21.5	22.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	24.0	23.5	24.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	26.0	25.5	26.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	28.0	27.5	28.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	30.0	29.5	30.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	32.0	31.5	32.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	35.0	34.5	35.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	40.0	39.5	40.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	45.0	44.5	45.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	50.0	49.5	50.5	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	55.0	54.25	55.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	60.0	59.25	60.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	65.0	64.25	65.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	70.0	69.25	70.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	75.0	74.25	75.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	80.0	79.25	80.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	85.0	84.25	85.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	90.0	89.25	90.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	95.0	94.25	95.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	100.0	99.25	100.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	120.0	119.25	120.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	140.0	139.25	140.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	160.0	159.25	160.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	180.0	179.25	180.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 50x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_50x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	50.0	200.0	199.25	200.75	50.9	50.5	31.5	4.6	4.0	9.5	St	ISO 8752	1997
